"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","source","id","type"
"When Push Comes to Shove: The Effect of Economic Crisis on the Spending of Government Savings","Cheongsin Kim; Sanghee Park","2021","International Journal of Public Administration","5","True","https://scholarworks.indianapolis.iu.edu/bitstreams/2c2a8ba9-16c4-4784-97fa-1100eeb21822/download","https://doi.org/10.1080/01900692.2020.1868507","This study explores whether and how an economic crisis affects the spending of government savings by focusing on its political-economic benefit. Despite a great deal of discussion about the government’s tendency toward more spending, relatively few studies have attempted to identify the conditions that can reverse the tendency. Using data from 254 California cities during 1996–2009, this study finds a regular U-shape relationship between unemployment rates and government savings. Savings decrease until the unemployment rate reaches almost double digits (9.9%) and begin to recover after this point. The results suggest that an economic crisis curbs the spending tendency by modifying the incentives of legislators. This study contributes to public administration research by explaining local government savings and its delayed responses to a crisis from a political-economic perspective.","query: gubernatorial election ""cash holdings"" DiD","https://openalex.org/W3127483603","article"
"Political uncertainty and high-quality economic development: Evidence from China","Xing Li; Chunkai Zhao; Boou Chen; Zimin Liu","2023","Science Progress","5","True","https://journals.sagepub.com/doi/pdf/10.1177/00368504231183583","https://doi.org/10.1177/00368504231183583",", promoted officials, and experienced officials could better promote high-quality economic development.","query: gubernatorial election ""cash holdings"" DiD","https://openalex.org/W4381308343","article"
"The effects of economic policy uncertainty on hotel performance: evidence from the Italian hospitality sector","Elisa Menicucci; Guido Paolucci","2024","Journal of Hospitality and Tourism Insights","4","True","https://www.emerald.com/insight/content/doi/10.1108/JHTI-04-2024-0386/full/pdf?title=the-effects-of-economic-policy-uncertainty-on-hotel-performance-evidence-from-the-italian-hospitality-sector","https://doi.org/10.1108/jhti-04-2024-0386","Purpose This study aims to investigate the effects of economic policy uncertainty (EPU) on Italian hospitality sector. The investigation attempts to explain whether hotel performance drops when the perceived economic uncertainty increases in the period 2018–2022. Design/methodology/approach The study examines the impact of EPU on hotel performance in a sample of 661 Italian luxury hotels. To establish the relationship between EPU and hotel performance, we employ the generalized estimating equations (GEE) technique on 3,305 hotel-year observations. Findings The results show that EPU has a negative impact on hotel performance. More specifically, the analysis reveals that EPU is negatively and significantly related to the revenue per available room (REVPAR), average daily rate (ADR) and hotel occupancy (OCCR). We also look at the role of hotel brand chain affiliation and the moderating effect of conference space and hotel wellness services on the relationship between EPU and hotel performance. Research limitations/implications Results provide new evidence for academics to critically evaluate the behavior of luxury hotels under uncertain economic conditions. The investigation offers valuable information also for government, tourism policymakers, tourist hotel owners, hoteliers and tourism managers in their decision-making. Practical implications This study provides strategic implications for practitioners and operators in hospitality industry to evaluate the factors ensuring hotel profitability in periods of EPU. Originality/value This paper provides interesting insights into the characteristics and practices of profitable hotels in Italy. Few econometric studies empirically explored the effects of EPU in the hospitality field so far and no prior study investigated this topic in the Italian hospitality sector. Therefore, this paper tries to close an important gap in the existing literature improving the understanding of EPU in the Italian hospitality industry.","query: gubernatorial election ""cash holdings"" DiD","https://openalex.org/W4402007906","article"
"Firm-level political uncertainty, corporate lobbying and risk-taking","Lukas Timbate; Dongil Kim; Dereje Asrat; Hwang Sungjun","2024","Humanities and Social Sciences Communications","4","True","https://www.nature.com/articles/s41599-024-02824-w.pdf","https://doi.org/10.1057/s41599-024-02824-w","Abstract Prior research shows that political uncertainty affects general economic and firm-related outcomes. However, little is known about how firm-specific political uncertainty is related to corporate risk-taking. Taking advantage of a recent construct and using a large sample of non-financial U.S. firms covering the period between 2002 and 2021, we find compelling evidence that firm-specific political uncertainty is positively related to corporate risk-taking, especially for larger firms. On average, a one standard deviation rise in the level of political risk at the firm-level results in a 2.53% increase in risk-taking. Further analysis shows that the impact of firm-level political uncertainty on corporate risk-taking is more pronounced for firms that spend more on corporate lobbying. Our results are significant and robust to alternative risk-taking measures and endogeneity tests.","query: gubernatorial election ""cash holdings"" DiD","https://openalex.org/W4392450611","article"
"Political Influence, Firm Performance and Survival","Vladimir Sokolov; Laura Solanko","2017","SSRN Electronic Journal","4","True","https://doi.org/10.2139/ssrn.3000367","https://doi.org/10.2139/ssrn.3000367","","query: gubernatorial election ""cash holdings"" DiD","https://openalex.org/W2586577131","article"
"State‐level economic policy uncertainty and Bank loan pricing","Justin Cox","2025","Accounting and Finance","3","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/acfi.13378","https://doi.org/10.1111/acfi.13378","Abstract We use the state‐level economic policy uncertainty (EPU) index of Baker et al. ( Journal of Monetary Economics , 2022, 132 , 81) and find that state‐level EPU increases interest income but lowers total loan growth, resulting in higher loan pricing. We show increases in state‐level EPU have a stronger impact on small‐ and medium‐sized commercial banks than their large‐bank counterparts. Finally, we control for nationwide measures of EPU, finding the effects of state‐level EPU are as economically significant as the national‐level policy uncertainty measure. However, controlling for the interaction between economic uncertainty and firm size, we find that national‐level EPU is more economically significant than state‐level EPU.","query: gubernatorial election ""cash holdings"" DiD","https://openalex.org/W4406298305","article"
"The COVID-19 outbreak and corporate cash-holding levels: Evidence from China","Donghua Zhou; Hua Zhou; Min Bai; Yafeng Qin","2022","Frontiers in Psychology","16","True","https://www.frontiersin.org/articles/10.3389/fpsyg.2022.942210/pdf","https://doi.org/10.3389/fpsyg.2022.942210","By employing data from Shanghai and Shenzhen A-share markets for the period of 2019-2020, this paper examines the relationship between the degree of the COVID-19 pandemic's impact on firms' cash-holdings levels in China. We find that firms that are severely affected by the COVID-19 pandemic have higher current cash holdings levels, suggesting that the more positive (negative) the management tone in responding to the COVID-19 pandemic impact, the lower (higher) the firm's current cash holdings. However, future corporate cash holdings decrease considerably irrespective of the corporate sentiment towards COVID-19. The positive sentiment of each firm's management team towards the supply chain and the government policies results in a relative reduction of current cash holdings, whereas the severe impact on operating performance, especially the impact of the outbreak on the supply chain, demand, production and operations, and government policies, reduces the firm' s future cash holdings. In addition, the impact of the pandemic has increased the current cash holdings of state-owned enterprises and reduced the future cash holdings of non-state-owned enterprises. Meanwhile, companies located in a city with a higher density of population or companies that experience relatively higher competition in the industry tend to undergo a severer impact on their current and future cash holdings due to the COVID-19 pandemic. Overall, this study sheds the light on stimulating the vitality of enterprise investment and promoting the domestic economic cycle.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4306390975","article"
"Climate Adaptation Risk and Capital Structure: Evidence From State Climate Adaptation Plans","Tunde Kovacs; Saira Latif; Xiaojing Yuan; Chi Zhang","2025","Financial Management","12","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/fima.12493","https://doi.org/10.1111/fima.12493","ABSTRACT Taking the staggered implementation of state climate adaptation plans (SCAPs) as a quasi‐natural experiment, we find that firms headquartered in states that finalize SCAPs increase their financial leverage significantly more in the postadoption period relative to firms located in states without SCAPs. This result is driven by firms facing greater physical climate risk and by firms with more sensitivity to climate policy uncertainty. Further, we show that the leverage increase is value‐enhancing and that SCAPs reduce corporate business risk. The results highlight the net benefits of state climate action and the role of local governments in the interplay between business risk and firm decision, with implications both for the business world and policymakers.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4406214806","article"
"Women in Charge: Evidence from Hospitals","Katharina Lewellen","2025","The Journal of Finance","6","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jofi.13455","https://doi.org/10.1111/jofi.13455","ABSTRACT The paper examines the decision‐making, compensation, and turnover of female CEOs in U.S. hospitals. Contrary to the literature on lower‐ranked executives and directors in public firms, there is no evidence that gender differences in preferences for risk or altruism affect decision‐making of hospital CEOs: corporate policies do not shift when women take (or leave) office, and male and female CEOs respond similarly to a major financial shock. However, female CEOs earn lower salaries, face flatter pay‐for‐performance incentives, and exhibit greater turnover after poor performance. Hospital boards behave as though they perceive female CEOs as less productive.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4409831199","article"
"Thailand: 2021 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for Thailand","International Monetary Fund. Asia and Pacific Dept","2021","IMF Staff Country Reports","4","True","https://www.elibrary.imf.org/downloadpdf/journals/002/2021/097/002.2021.issue-097-en.xml","https://doi.org/10.5089/9781513573021.002","The Thai economy is showing incipient signs of recovery from the COVID-19 downturn, owing in part to a multi-pronged policy package of fiscal, monetary, and financial policies. After the economic contraction of 9.4 percent q/q in 2020:Q2, far exceeding the fall during the Global Financial Crisis (GFC), real GDP, buttressed by policy support, rebounded in the second half of 2020 limiting the overall GDP decline for the year to 6.1 percent. Weak domestic demand, coupled with a subdued global economy, contributed to both weak headline and core inflation throughout the year. The current account (CA) surplus narrowed from 7 percent of GDP in 2019 to 3.2 percent of GDP in 2020 (Table","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4213091107","article"
"Event Analysis of the COVID-19: Evidence from the Stock Markets of Twenty Highly Infected Countries","Bukti Daripada; Pasaran Stok Bagi Dua; Puluh Negara; Tertinggi Terkesan; Zubair Tanveer; P Abramovich","2021","Jurnal Ekonomi Malaysia","4","True","http://www.ukm.my/jem/wp-content/uploads/2021/05/jeko_551-1.pdf","https://doi.org/10.17576/jem-2021-5501-1","The global lockout triggered by coronavirus has made the disease both a health problem and a global economic crisis. Such pandemic-inflicted movement control has adversely affected many facets of life and business. The present study aims to investigate the impact of such an unexpected outbreak on stocks in twenty highly infected countries, including the USA, Brazil, India, Russia, South Africa, Peru, Mexico, Chile, Spain, United Kingdom, Iran, Pakistan, Saudi Arabia, Italy, Turkey, Colombia, Bangladesh, Germany, France, and Argentina. The descriptive statistics and correlation estimates are reported negative returns and high volatility in the selected countries' stock indices during the epidemic. Empirical findings of event study methodology extracted from abnormal returns, average abnormal returns, and cumulative abnormal returns show significant impacts of coronavirus outbreak on the stock markets. The strict lockdown of cities, the closure of borders, the implementation of social distancing rules, the collapse in oil prices, the closure of all business activities, and other health interventions have exacerbated the uncertainty of the situation of the world's stock markets. The governments and stock exchange authorities should rationalize the financial policies and work together to contain such unprecedented events on stock markets because individual policy by each country may cause further challenging situations for the global financial market. Moreover, it is also useful to digitize companies and other similar operations to contain such a type of black swan incident that adversely affects the economies and damages the health system around the world.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4254116934","article"
"Russian Federation; Staff Report for the 2011 Article IV Consultation","International Monetary Fund","2011","IMF Staff Country Reports","3","True","https://www.elibrary.imf.org/doc/IMF002/12210-9781463904852/12210-9781463904852/Other_formats/Source_PDF/12210-9781463933012.pdf","https://doi.org/10.5089/9781463904852.002","Incoming data since the completion of the Article IV consultation in mid-June have been mixed. The preliminary 2011Q2 outturn for GDP growth was weaker than expected, suggesting that seasonally-adjusted quarter-on-quarter growth was only 0.1 percent compared to 0.9 percent in 2011Q1. The extent of the slowdown was surprising given that short-term indicators suggested robust performances in retail trade and fixed investment in April-June. Inflation slowed in July on the back of lower food prices, but remained elevated at 9 percent year-on-year vs. 9.4 percent in June. As in many other countries, financial conditions have worsened in Russia since the staff report was finalized at end-July as the MICEX index has dropped by more than 10 percent and the EMBI+ spread has increased by about 35 basis points. Since end-July, the ruble has depreciated by about 5 percent vis--vis the currency basket. Last, both the end-July federal government nonoil deficit and the end-May general government nonoil deficit outturns were better than projected at 5.1 percent of GDP and 1.4 percent of GDP, respectively, due to higher nonoil revenues and lower spending.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4214543904","article"
"Does Uncertainty Affect Corporate Investment Decisions? Evidence from Turkish Firms","Ömer Faruk Tan; Hakan Cavlak; Yasin Cebeci; Necati Güneş","2022","Asian Academy of Management Journal of Accounting and Finance","1","True","https://ejournal.usm.my/aamjaf/article/download/aamjaf_vol18-no2-2022_5/3671","https://doi.org/10.21315/aamjaf2022.18.2.5","In this study, we analyse the impact of uncertainty on the corporate investment of 164 Turkish manufacturing firms. The time covers the period from 2005 to 2019. Our results reveal that there is a negative association between corporate investment and uncertainty. Under uncertainty, firms opt to decline their investment. Additionally, financially constrained (non-dividend payers) firms are negatively affected more than financially unconstrained firms. The use of alternative measurements of uncertainty and investment ensures the validity of our results. Policymakers should deal with the uncertainty and implement economic policies to decrease the country’s risk premium.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4321381115","article"
"Essays on Energy and Environmental Economics","Yifei Cai","2021","UWA Profiles and Research Repository (University of Western Australia)","1","True","https://research-repository.uwa.edu.au/en/publications/essays-on-energy-and-environmental-economics(9bca02a1-24ed-48eb-9887-af75914dad2c).html","https://doi.org/10.26182/2873-qr03","This dissertation includes four core chapters on energy and environmental economic issues. The first chapter tests the causality between the US partisan conflict shock and crude oil return by using a rolling window sub-sample approach. The second chapter focuses on the topic of establishing a gas pricing mechanism independent of oil pricing. The third chapter employs a time-varying model to examine the interaction between geopolitical risks and renewable energy consumption. The fourth chapter examines the convergence of CO2 emissions per capita by utilizing a panel unit root test with sharp and smooth breaks. Policy implications are discussed in the conclusion.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W3195994405","article"
"Georgia:","International Monetary Fund. Middle East and Central Asia Dept.","2018","IMF Staff Country Reports","1","True","https://www.elibrary.imf.org/doc/IMF002/25689-9781484391549/25689-9781484391549/Other_formats/Source_PDF/25689-9781484391587.pdf","https://doi.org/10.5089/9781484391549.002","Recent economic developments. Economic activity remained strong in 2018H1 but decelerated since due to subdued private construction activity and delays in public infrastructure. Inflation has remained below the 3-percent inflation target in 2018. Higher revenues and lower investment resulted in a fiscal surplus through September 2018. Against the background of high credit growth, the authorities introduced regulations to limit household over-indebtedness. The banking sector remains well capitalized, liquid, and profitable, but dollarization remains high.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4253783235","article"
"Economic Policy Uncertainty, Loss Heterogeneity, and Insider Trading","Tianshu Ma; Wei; id_orcid 0009-0003-9914-2657 Jiang; Nuno Soares","2026","Research Explorer (The University of Manchester)","0","False","","","","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W7155662914","article"
"Corporate investment inefficiency and economic uncertainty: evidence from Chinese listed companies","Lihong Yang; Tien-Ming Yip","2025","Economic Change and Restructuring","0","True","https://link.springer.com/content/pdf/10.1007/s10644-025-09953-5.pdf","https://doi.org/10.1007/s10644-025-09953-5","","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4417322425","article"
"COVID‐19, political orientation, and residential real estate returns","Zinat S. Alam; Md Miran Hossain","2025","Real Estate Economics","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1540-6229.70015","https://doi.org/10.1111/1540-6229.70015","Abstract We use the COVID‐19 pandemic as a shock to partisan‐based perceptions of risk and study its effect on residential real estate returns. Using county–month data from January to December 2020, difference‐in‐differences estimates show that Democratic‐leaning counties and those with greater liberal‐news viewership experienced monthly return declines of about 0.8–1.2 percentage points, wiping out the typical 0.80% monthly gain at the onset of the crisis. This pattern is not explained by flight from dense or urban locations. Mechanism tests point primarily to partisan differences in economic expectations, amplified by political uncertainty. Overall, our findings suggest that political orientation matters for asset returns primarily in the presence of external shocks such as COVID‐19.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4415640480","article"
"Union of the Comoros: 2010 Article IV Consultation and Second Review Under the Extended Credit Facility, Request for Modification of a Performance Criterion, and Financing Assurances Review-Staff Report; Staff Statement and Supplement; Public Information Notice and Press Release on the Executive Board Discussion; and Statement by the Executive Director for Comoros.","International Monetary Fund","2011","IMF Staff Country Reports","0","True","https://www.elibrary.imf.org/downloadpdf/journals/002/2011/072/002.2011.issue-072-en.xml","https://doi.org/10.5089/9781455232123.002","Maintaining the petroleum product price-setting mechanism.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4244587378","article"
"Political Polarization and Corporate Credit Ratings","Pei Li; Leo Tang","2026","Journal of Corporate Accounting & Finance","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcaf.70028","https://doi.org/10.1002/jcaf.70028","ABSTRACT This study examines the effect of political polarization on corporate credit ratings. Political polarization is defined as the ideological difference between the Democratic and Republican members of the state legislatures and measures the likelihood of bipartisan compromises. States with more polarization will have an increased likelihood of impasses, which will negatively affect economic development and increase uncertainty. We examine if corporations headquartered in these states are perceived to have higher credit risk. This study finds that a one‐standard‐deviation increase in political polarization is linked to a 0.237 notch decrease in credit ratings. We find that that the negative effect on credit ratings is stronger for corporations that rely more on the governments for sales and for corporations located in areas with divided government. Lastly, we find that for corporations that relocate to an area with lower polarization, the effect of polarization on credit ratings is attenuated.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W7130923777","article"
"Cyprus: Second Post-Program Monitoring Discussions-Press Release; Staff Report and Statement by the Executive Director for Cyprus","International Monetary Fund. European Dept.","2018","IMF Staff Country Reports","0","True","https://www.elibrary.imf.org/doc/IMF002/25235-9781484359839/25235-9781484359839/Other_formats/Source_PDF/25235-9781484359877.pdf","https://doi.org/10.5089/9781484359839.002","International Monetary","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4235556573","article"
"Democratic Republic of the Congo","International Monetary Fund. African Dept.","2022","IMF Staff Country Reports","0","True","https://www.elibrary.imf.org/downloadpdf/journals/002/2022/390/002.2022.issue-390-en.xml","https://doi.org/10.5089/9798400228322.002","Macroeconomic performance in 2022 is strong, despite recurrent shocks. Growth is robust and external buffers have strengthened, notwithstanding rising global energy and food prices. Performance under the Extended Credit Facility (ECF) arrangement remains satisfactory. While growth prospects remain favorable in 2023, downside risks emanate from adverse terms-of-trade shocks and the conflict in the east.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4320030385","article"
"Georgia: Request for a Stand-By Arrangement and an Arrangement Under the Standby Credit Facility: Staff Report; Staff Supplement; Press Release on the Executive Board Discussion; and Statement by the Executive Director for Georgia.","International Monetary Fund","2012","IMF Staff Country Reports","0","True","https://www.elibrary.imf.org/downloadpdf/journals/002/2012/098/002.2012.issue-098-en.xml","https://doi.org/10.5089/9781475502817.002","The objectives of the Stand-By Arrangement (SBA) that expired in June 2011 were largely achieved. Policies under the program contributed to stabilize the economy and restart economic growth, and then to promote fiscal adjustment and enable a return to private market financing. Performance in 2011 was stronger than originally envisaged, with growth of nearly 7 percent, inflation in the low single digits, public debt falling to 34 percent of GDP, and international reserves increasing to $2.8 billion.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4234813597","article"
"Georgia: First and Second Reviews Under the Stand-By Arrangement and Under the Standby Credit Facility Arrangement, and Request for Waiver of Nonobservance of Performance Criterionâ€”Staff Report; Press Release on the Executive Board Discussion; and Statement by the Executive Director for Georgia","International Monetary Fund","2013","IMF Staff Country Reports","0","True","https://www.elibrary.imf.org/downloadpdf/journals/002/2013/095/002.2013.issue-095-en.xml","https://doi.org/10.5089/9781484323557.002","Following Georgia's first peaceful handover of power in its modern history, the new government plans to reinvigorate economic reforms while pursuing more socially balanced policies. To help structure these policies, the new authorities are keen to maintain the strong record of cooperation with the Fund, including by continuing with the SBA/SCFsupported program, which will expire on April 10, 2014. Fund credit of up to SDR 250 million (166.3 percent of quota) could be made available under these arrangements in the event of a significant worsening of external conditions, including a cumulative SDR 130 million upon completion of the first and second reviews.","query: ""presidential election"" ""cash holdings"" DiD precautionary","https://openalex.org/W4239151147","article"
"Socially responsible firms","Allen Ferrell; Hao Liang; Luc Renneboog","2016","Journal of Financial Economics","1408","True","https://www.sciencedirect.com/science/article/pii/S0304405X16301519","https://doi.org/10.1016/j.jfineco.2015.12.003","","query: customer concentration ""cash holdings"" precautionary firm","https://openalex.org/W3049032936","article"
"Liquidity And Bank Performance","Godfrey Marozva","2015","International Business & Economics Research Journal (IBER)","89","True","https://clutejournals.com/index.php/IBER/article/download/9218/9236","https://doi.org/10.19030/iber.v14i3.9218","This article is based on empirical research on the relationship between liquidity and bank performance for South African banks for the period between 1998 and 2014. The study employed the Autoregressive Distributed Lag (ARDL)-bound testing approach and the Ordinary Least Squares (OLS) to examine the nexus between net interest margin and liquidity. Liquidity in this article is viewed in the context of the market liquidity risk and funding liquidity risk. The study observes that there is a negative significant deterministic relationship between net interest margin and funding liquidity risk. However, there is an insignificant co-integrating relationship between net interest margin and the two measures of liquidity. Based on this research it is recommended that further research should be conducted to investigate liquidity in the context of asset- liability mismatches. Financial institutions also should realise that liquidity is a short-run phenomenon that has to be analysed as such.","query: customer concentration ""cash holdings"" precautionary firm","https://openalex.org/W1544216757","article"
"How uncertainty can determine corporate <scp>ESG</scp> performance?","Chai Bin‐Feng; Sultan Sikandar Mirza; Tanveer Ahsan; Muhammad Azeem Qureshi","2023","Corporate Social Responsibility and Environmental Management","84","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/csr.2695","https://doi.org/10.1002/csr.2695","Abstract Using Sino‐Securities Environmental, social, and governance (ESG) ratings data, we examine how environmental uncertainty affects the ESG performance of Chinese A‐share non‐financial listed firms from 2008 to 2020. Our findings show that environmental uncertainty harms corporate ESG performance. In particular, when environmental uncertainty increases, a firm's ESG score and ESG ratings decline due to factors such as financial constraints and industry competition. We argue that as the environmental risk premium rises, it increases the real options value of postponing sustainable investment for a firm. Consequently, the firms tend to cut down their ESG investment by weighing the long‐term benefits and short‐term direct costs. The value of real options changes with the investment opportunities available to the firms and the financing constraints and competitive pressure changes the size of investment opportunities. We argue that higher financing constraints and industry competition restrict available investment opportunities and dilute the negative impact of environmental uncertainty on corporate ESG performance. These results add to the existing literature investigating the impact of uncertainty on corporate ESG performance and offer insights to regulators and enterprise managers. These results are robust to alternate proxies of ESG performance and alternate regression techniques.","query: customer concentration ""cash holdings"" precautionary firm","https://openalex.org/W4389607262","article"
"Economic Policy Uncertainty and Corporate Financialization","Jiawen Xu","2023","Frontiers in Business Economics and Management","84","True","https://drpress.org/ojs/index.php/fbem/article/download/9485/9239","https://doi.org/10.54097/fbem.v9i3.9485","The article selects listed companies in the non-financial and non real estate industries of China's A-share market from 2010 to 2020 as research samples to empirically examine the relationship between economic policy uncertainty faced by individual enterprises and their financialization. Research has found that economic policy uncertainty significantly suppresses the level of corporate financialization, and the level of corporate social responsibility plays a negative moderating effect in this process; The results of heterogeneity analysis show that the inhibitory effect of economic policy uncertainty on the level of corporate financialization is more pronounced in the central region and state-owned enterprises. The research conclusion of this article provides reference value for the government to prevent excessive financialization of the real economy.","query: customer concentration ""cash holdings"" precautionary firm","https://openalex.org/W4382559987","article"
"COVID-19 pandemic impact on banking sector: A cross-country analysis","Mohsin Shabir; Ping Jiang; Wenhao Wang; Özcan Işık","2023","Journal of Multinational Financial Management","83","True","https://pmc.ncbi.nlm.nih.gov/articles/PMC9896081/pdf/main.pdf","https://doi.org/10.1016/j.mulfin.2023.100784","","query: customer concentration ""cash holdings"" precautionary firm","https://openalex.org/W4320517181","article"
"Liquidity Management and Performance of Deposit Money Banks in Nigeria (1986 – 2011): An Investigation","Daniel Bassey Edem","2017","International Journal of Economics Finance and Management Sciences","66","True","http://article.sciencepublishinggroup.com/pdf/10.11648.j.ijefm.20170503.13.pdf","https://doi.org/10.11648/j.ijefm.20170503.13","Liquidity and bank performance are key factors in determining the survival, growth, sustainability and performance of a banking system. Mistakes in liquidity planning and implementation can affect banking operations and might exhibit long term effect on the economy. The main aim of this study is to find empirical evidence of the impact of liquidity management on the performance of deposit money banks. 24 banks were surveyed which constitute the entire deposit money banking industry in Nigeria between 1986 and 2011. Secondary data were collected and analysed using SPSS. The study uses descriptive, correlations and inferential statistics. Bank performance in terms of profitability is measured by its return on equity. Three hypotheses are formulated and statistically tested at 5 per cent level of significance using Multiple Linear Regression Analysis. Findings from the empirical analysis show that there is a significant relationship between liquidity management and the performance of Deposit Money Banks in Nigeria. The correlation results reveal positive impacts between return on equity and liquidity management variables: liquidity and cash reserve ratios, whereas loan to deposit ratio shows negative impact. However, the key results indicate that only the banks with optimum liquidity were able to maximize returns. The study concludes that illiquidity and excess liquidity pose problem to bank management operations and recommends that bank should adopt optimum liquidity model for efficiency and effectiveness.","query: customer concentration ""cash holdings"" precautionary firm","https://openalex.org/W2610999259","article"
"The Determinants of Banks' Liquidity Buffers in Central America","Corinne Deléchat; Camila Henao Arbelaez; Priscilla Muthoora; Svetlana Vtyurina; CDelechat@imf.org; CHenao Arbelaez@imf.org","2012","IMF Working Paper","65","True","https://www.elibrary.imf.org/downloadpdf/journals/001/2012/301/001.2012.issue-301-en.xml","https://doi.org/10.5089/9781616356675.001","Banks' liquidity holdings are comfortably above legal or prudential requirements in most Central American countries. While good for financial stability, high systemic liquidity may nonetheless hinder monetary policy transmission and financial markets development. Using a panel of about 100 commercial banks from the region, we find that the demand for precautionary liquidity buffers is associated with measures of bank size, profitability, capitalization, and financial development. Deposit dollarization is also associated with higher liquidity, reinforcing the monetary policy and market development challenges in highly dollarized economies. Improvements in supervision and measures to promote dedollarization, including developing local currency capital markets, would help enhance financial systems' efficiency and promote intermediation in the region.","query: customer concentration ""cash holdings"" precautionary firm","https://openalex.org/W2955500257","article"
"Challenges and Trends in Sustainable Corporate Finance: A Bibliometric Systematic Review","Tat‐Dat Bui; Mohd Helmi Ali; Feng Ming Tsai; Mohammad Iranmanesh; Ming‐Lang Tseng; Ming K. Lim","2020","Journal of risk and financial management","64","True","https://www.mdpi.com/1911-8074/13/11/264/pdf?version=1605068770","https://doi.org/10.3390/jrfm13110264","Sustainable corporate finance is an attractive field of study in sustainability literature; however, the literature lacks systematic bibliometric analysis that provides a comprehensive review to clarify state-of-the-art sustainable corporate finance and that discusses new opportunities and potential instructions for further studies. To address this gap, this study adopts a literature review, bibliometric analysis, network analysis and co-wording technique to systematically investigate the Scopus database. In total, 30 keywords listed at least three times are used and are divided into six clusters considering six fields of research, namely, corporate finance in corporate sustainability, sustainable competitive advantages, sustainable stakeholder engagement, circular economy, sustainable corporate finance innovation and risk management and sustainable supply chain ethics. This study contributes to examining the sustainable corporate finance bibliometric status to provide directions for future studies and practical accomplishment. The sustainable corporate finance knowledge gaps are (1) corporate finance in sustainability; (2) sustainable competitive advantages; (3) sustainable stakeholder engagement; (4) circular economy; (5) sustainable corporate finance innovation and risk management; and (6) sustainable supply chain ethics. The knowledge gaps and future directions are also discussed.","query: customer concentration ""cash holdings"" precautionary firm","https://openalex.org/W3095259702","article"
"Corporate governance mechanisms and firm performance in Saudi Arabia before and during the COVID-19 outbreak","Helmi A. Boshnak; Mohammad Alsharif; Majed Alharthi","2023","Cogent Business & Management","54","True","https://doi.org/10.1080/23311975.2023.2195990","https://doi.org/10.1080/23311975.2023.2195990","This study examines the impact of corporate governance mechanisms on the performance of listed firms in Saudi Arabia before and during the coronavirus disease (COVID-19) pandemic. The study applied univariate, bivariate, and multivariate analyses to data collected from 258 annual reports from 2019 to 2020. The results show that during the COVID-19 pandemic, firm market performance (Tobin’s Q ratio) has decreased with larger board size, more board meetings, while it has increased with board experience, board education, and board gender (number of women on the board). Moreover, during the COVID-19 pandemic, board gender was found to have a significant positive impact on the firm’s operational performance (return on assets), implying that gender diversity on boards plays a crucial role in times of crisis. The findings have significant implications for Saudi Arabian firms, managers, investors, and policymakers. Furthermore, the latest corporate governance regulations in Saudi Arabia are almost certain to have a significant impact on firm performance, particularly during times of crisis. In addition, corporate governance regulations should consider the importance of small board size, lower board independence, board member experience and education, and board gender diversity to improve corporate performance, especially in times of crisis. Governments and regulators should collaborate to reduce the financial and economic impact of the COVID-19 pandemic. Comprehensive policies are needed to address the negative consequences of current and future crises.","query: customer concentration ""cash holdings"" precautionary firm","https://openalex.org/W4361195596","article"
